Term,dataset_01_artificial_intelligence.txt,dataset_02_machine_learning.txt,dataset_03_deep_learning.txt,dataset_04_natural_language_processing.txt,dataset_05_computer_networks.txt,dataset_06_cybersecurity.txt,dataset_07_cloud_computing.txt,dataset_08_database_management.txt,dataset_09_data_science.txt,dataset_10_software_engineering.txt
connected,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01448166725153488,0.0
connections,0.0,0.0,0.01265156644502223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
connects,0.0,0.0,0.0,0.0,0.013624763863870093,0.0,0.0,0.0,0.0,0.0
consequences,0.012379489747279818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
consequently,0.0,0.009249643174908622,0.0,0.0,0.0,0.0,0.0,0.0,0.010122251021598116,0.0
considerations,0.012379489747279818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
consist,0.0,0.0,0.01265156644502223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
consistency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029146646746760076,0.0,0.0
consisting,0.0,0.0,0.0,0.0,0.00952330125700651,0.0,0.0,0.010186315901481648,0.0,0.0
consists,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014040153006061255
consumption,0.0,0.0,0.0,0.0,0.0,0.0,0.013787934688587102,0.0,0.0,0.0
containerization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014040153006061255
continuous,0.0,0.0,0.0,0.009303109320428325,0.0,0.009934801928605557,0.0,0.0,0.0,0.0
contrast,0.0,0.009249643174908622,0.0,0.0,0.0,0.0,0.0,0.010186315901481648,0.0,0.0
control,0.0,0.0,0.0,0.0,0.007124099433881279,0.00743193089090084,0.0,0.0,0.0,0.007341297587353269
converting,0.0,0.0,0.0,0.0133097404219309,0.0,0.0,0.0,0.0,0.0,0.0
convolutional,0.0,0.0,0.01265156644502223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core,0.0,0.0,0.01265156644502223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpora,0.0,0.0,0.0,0.0133097404219309,0.0,0.0,0.0,0.0,0.0,0.0
corporations,0.0,0.0,0.0,0.0,0.0,0.014213488228358308,0.0,0.0,0.0,0.0
correct,0.0,0.01323324766088532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
correctness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014040153006061255
cost,0.0,0.0,0.0,0.0,0.0,0.0,0.013787934688587102,0.0,0.0,0.0
create,0.012379489747279818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
creation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014040153006061255
critical,0.0,0.0,0.0,0.0,0.0,0.009934801928605557,0.0,0.010186315901481648,0.0,0.0
crucial,0.008652892002333873,0.0,0.0,0.009303109320428325,0.0,0.0,0.0,0.0,0.0,0.0
cumulative,0.0,0.01323324766088532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
customer,0.0,0.0,0.0,0.0133097404219309,0.0,0.0,0.0,0.0,0.0,0.0
customers,0.0,0.01323324766088532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cybersecurity,0.0,0.0,0.0,0.0,0.007124099433881279,0.0371596544545042,0.007209417989975666,0.0,0.0,0.0
cycle,0.0,0.0,0.0,0.0,0.0,0.009934801928605557,0.0,0.0,0.0,0.019627291615050006
daily,0.012379489747279818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
damage,0.0,0.0,0.0,0.0,0.0,0.014213488228358308,0.0,0.0,0.0,0.0
data,0.0016993631557713927,0.002422080819720146,0.004052327525301013,0.0018270609651646187,0.0024937400155698544,0.0019511206603301176,0.0012618025827284595,0.0033341935334755177,0.009277026535909238,0.0
database,0.0,0.0,0.0,0.0,0.0,0.004278686299752748,0.004150581919520631,0.030709052303288714,0.004359416229936763,0.004226507198536252
databases,0.0,0.0,0.0,0.0,0.0,0.0,0.007209417989975666,0.03048032416015028,0.007572156002049913,0.0
datadriven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01448166725153488,0.0
dataset,0.0,0.01323324766088532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
datasets,0.0,0.0,0.006615235188604045,0.0,0.0,0.0,0.0,0.00762008104003757,0.007572156002049913,0.0
dbms,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029146646746760076,0.0,0.0
deal,0.0,0.0,0.0,0.0133097404219309,0.0,0.0,0.0,0.0,0.0,0.0
deals,0.0,0.01323324766088532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decision,0.0,0.01323324766088532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decisionmaking,0.012379489747279818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decisions,0.008652892002333873,0.018499286349817245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deep,0.0,0.010532077377863852,0.04027651568677605,0.005296478218925752,0.0,0.0,0.0,0.0,0.005762834791661353,0.0
defend,0.0,0.0,0.0,0.0,0.0,0.014213488228358308,0.0,0.0,0.0,0.0
defense,0.0,0.0,0.0,0.0,0.0,0.014213488228358308,0.0,0.0,0.0,0.0
define,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014573323373380038,0.0,0.0
delivers,0.0,0.0,0.0,0.0,0.0,0.0,0.013787934688587102,0.0,0.0,0.0
delivery,0.0,0.0,0.0,0.0,0.00952330125700651,0.0,0.009637352769066469,0.0,0.0,0.0
demand,0.0,0.0,0.0,0.0,0.0,0.0,0.013787934688587102,0.0,0.0,0.0
denialofservice,0.0,0.0,0.0,0.0,0.0,0.014213488228358308,0.0,0.0,0.0,0.0
depending,0.0,0.0,0.0,0.0,0.0,0.0,0.013787934688587102,0.0,0.0,0.0
deployed,0.0,0.0,0.0,0.0,0.0,0.0,0.007209417989975666,0.0,0.007572156002049913,0.007341297587353269
deploying,0.0,0.0,0.0,0.0,0.0,0.0,0.009637352769066469,0.0,0.010122251021598116,0.0
deployment,0.0,0.0,0.0,0.0,0.0,0.0,0.009637352769066469,0.0,0.0,0.029440937422575003
design,0.0,0.0,0.006615235188604045,0.0,0.0,0.00743193089090084,0.0,0.0,0.0,0.014682595174706539
designed,0.0,0.0,0.006615235188604045,0.0,0.0,0.00743193089090084,0.0,0.00762008104003757,0.0,0.0
designing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014573323373380038,0.0,0.0
despite,0.0,0.0,0.01265156644502223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
detection,0.0,0.009249643174908622,0.0,0.0,0.00952330125700651,0.0,0.0,0.0,0.0,0.0
developed,0.0,0.0,0.01265156644502223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
developers,0.006472972066268475,0.0,0.0,0.0,0.0,0.0,0.0,0.00762008104003757,0.0,0.022023892762059807
developing,0.0,0.0,0.0,0.0,0.0,0.0,0.013787934688587102,0.0,0.0,0.0
development,0.0,0.0069193839329076785,0.0,0.0,0.0,0.00743193089090084,0.0,0.0,0.0,0.029365190349413078
devices,0.0,0.0,0.0,0.0,0.04761650628503255,0.009934801928605557,0.0,0.0,0.0,0.0
different,0.0,0.0069193839329076785,0.006615235188604045,0.0,0.007124099433881279,0.0,0.0,0.0,0.0,0.0
digital,0.0,0.0,0.006615235188604045,0.0,0.007124099433881279,0.02229579267270252,0.0,0.0,0.0,0.0
directly,0.0,0.0,0.006615235188604045,0.0,0.0,0.00743193089090084,0.007209417989975666,0.0,0.0,0.0
disciplined,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014040153006061255
discover,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01448166725153488,0.0
discussed,0.012379489747279818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
displacement,0.012379489747279818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
distinct,0.0,0.0,0.0,0.0,0.013624763863870093,0.0,0.0,0.0,0.0,0.0
distributed,0.0,0.0,0.0,0.0,0.01904660251401302,0.0,0.0,0.0,0.010122251021598116,0.0
diverse,0.0,0.0,0.0,0.0133097404219309,0.0,0.0,0.0,0.0,0.0,0.0
divides,0.0,0.0,0.0,0.0,0.013624763863870093,0.0,0.0,0.0,0.0,0.0
domain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01448166725153488,0.0
dramatically,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01448166725153488,0.0
durabilitywhich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014573323373380038,0.0,0.0
dynamically,0.012379489747279818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
easily,0.0,0.0,0.0,0.0133097404219309,0.0,0.0,0.0,0.0,0.0,0.0
education,0.0,0.0,0.0,0.0,0.0,0.009934801928605557,0.0,0.010186315901481648,0.0,0.0
efficiency,0.0,0.0,0.0,0.0,0.0,0.0,0.013787934688587102,0.0,0.0,0.0
efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020372631802963295,0.0,0.009813645807525003
efficiently,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01448166725153488,0.0
emerged,0.0,0.009249643174908622,0.0,0.0,0.0,0.0,0.0,0.010186315901481648,0.0,0.0
emphasize,0.0,0.0,0.0,0.0,0.0,0.014213488228358308,0.0,0.0,0.0,0.0
emphasizing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014040153006061255
enable,0.0,0.01323324766088532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
enabled,0.0,0.0,0.01265156644502223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
enables,0.012379489747279818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
enabling,0.0,0.0,0.0,0.0,0.00952330125700651,0.0,0.0,0.0,0.0,0.009813645807525003
encompasses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014040153006061255
encryption,0.0,0.0,0.0,0.0,0.00952330125700651,0.009934801928605557,0.0,0.0,0.0,0.0
endpoints,0.0,0.0,0.0,0.0,0.0,0.014213488228358308,0.0,0.0,0.0,0.0
engineering,0.0,0.0,0.002806734196516433,0.0,0.0030226368270176965,0.003153244591148091,0.0,0.003233073568139182,0.0032127397721131495,0.0186887423329021
engineers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014040153006061255
ensure,0.0,0.0,0.0,0.0,0.0,0.009934801928605557,0.0,0.0,0.0,0.019627291615050006
ensures,0.0,0.0,0.0,0.0,0.013624763863870093,0.0,0.0,0.0,0.0,0.0
ensuring,0.0,0.0,0.0,0.0,0.0,0.009934801928605557,0.0,0.010186315901481648,0.0,0.0
enterprise,0.0,0.0,0.0,0.0,0.0,0.0,0.009637352769066469,0.010186315901481648,0.0,0.0
entire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014040153006061255
entity,0.0,0.0,0.0,0.0133097404219309,0.0,0.0,0.0,0.0,0.0,0.0
environment,0.0,0.0069193839329076785,0.0,0.0,0.0,0.0,0.007209417989975666,0.00762008104003757,0.0,0.0
environments,0.0037265977449459425,0.0,0.0,0.0,0.004101462606863581,0.008557372599505496,0.004150581919520631,0.0,0.004359416229936763,0.0
era,0.0,0.0,0.0,0.0,0.013624763863870093,0.0,0.0,0.0,0.0,0.0
error,0.0,0.0,0.01265156644502223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
errorchecked,0.0,0.0,0.0,0.0,0.013624763863870093,0.0,0.0,0.0,0.0,0.0
essential,0.0,0.005266038688931926,0.0,0.005296478218925752,0.0,0.0,0.0,0.00579930842958326,0.005762834791661353,0.0
ethical,0.012379489747279818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
evaluating,0.012379489747279818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
even,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014573323373380038,0.0,0.0
event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014573323373380038,0.0,0.0
every,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014573323373380038,0.0,0.0
evolved,0.0,0.0,0.0,0.0,0.013624763863870093,0.0,0.0,0.0,0.0,0.0
evolving,0.008652892002333873,0.0,0.0,0.0,0.0,0.009934801928605557,0.0,0.0,0.0,0.0
example,0.0,0.009249643174908622,0.0,0.009303109320428325,0.0,0.0,0.0,0.0,0.0,0.0
examples,0.0,0.0,0.01265156644502223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exceptionally,0.0,0.0,0.02530313289004446,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exchange,0.0,0.0,0.0,0.0,0.013624763863870093,0.0,0.0,0.0,0.0,0.0
exhibit,0.012379489747279818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
expanded,0.0,0.0,0.0,0.0,0.0,0.009934801928605557,0.0,0.0,0.010122251021598116,0.0
expertise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01448166725153488,0.0
explicitly,0.012379489747279818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exploit,0.0,0.0,0.0,0.0,0.0,0.014213488228358308,0.0,0.0,0.0,0.0
exploratory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01448166725153488,0.0
extract,0.0,0.0069193839329076785,0.0,0.0,0.0,0.0,0.0,0.00762008104003757,0.007572156002049913,0.0
extraction,0.0,0.0,0.01265156644502223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
