Term,dataset_01_artificial_intelligence.txt,dataset_02_machine_learning.txt,dataset_03_deep_learning.txt,dataset_04_natural_language_processing.txt,dataset_05_computer_networks.txt,dataset_06_cybersecurity.txt,dataset_07_cloud_computing.txt,dataset_08_database_management.txt,dataset_09_data_science.txt,dataset_10_software_engineering.txt
away,0.005376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
backbone,0.0,0.0,0.0,0.0,0.005917159763313609,0.0,0.0,0.0,0.0,0.0
backend,0.0,0.0,0.0,0.0,0.0,0.0,0.005988023952095809,0.0,0.0,0.0
backpropagation,0.0,0.0,0.005494505494505495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
based,0.0,0.005747126436781609,0.005494505494505495,0.0,0.0,0.006172839506172839,0.005988023952095809,0.0,0.0,0.0
battle,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0,0.0,0.0
become,0.010752688172043012,0.0,0.0,0.0,0.005917159763313609,0.006172839506172839,0.0,0.0,0.0,0.0
begins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006289308176100629,0.0
behavior,0.005376344086021506,0.005747126436781609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
benchmark,0.005376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bias,0.005376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
biased,0.010752688172043012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
big,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006289308176100629,0.0
billions,0.0,0.0,0.0,0.0,0.005917159763313609,0.0,0.0,0.0,0.0,0.0
bits,0.0,0.0,0.0,0.0,0.005917159763313609,0.0,0.0,0.0,0.0,0.0
brain,0.0,0.0,0.005494505494505495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
branch,0.005376344086021506,0.0,0.005494505494505495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
breakthrough,0.0,0.0,0.005494505494505495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bridge,0.0,0.005747126436781609,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.0,0.0
broad,0.005376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006097560975609756
build,0.010752688172043012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
building,0.005376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006097560975609756
businesses,0.0,0.0,0.0,0.005780346820809248,0.0,0.0,0.005988023952095809,0.0,0.0,0.0
buying,0.0,0.0,0.0,0.0,0.0,0.0,0.005988023952095809,0.0,0.0,0.0
called,0.0,0.0,0.005494505494505495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
can,0.021505376344086023,0.0,0.005494505494505495,0.011560693641618497,0.005917159763313609,0.012345679012345678,0.005988023952095809,0.0,0.0,0.0
capability,0.0,0.005747126436781609,0.005494505494505495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capable,0.005376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
categorized,0.0,0.005747126436781609,0.0,0.0,0.0,0.0,0.005988023952095809,0.0,0.0,0.0
centers,0.0,0.0,0.0,0.0,0.0,0.0,0.005988023952095809,0.0,0.0,0.0
challenges,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0,0.0,0.006097560975609756
challenging,0.0,0.0,0.0,0.005780346820809248,0.0,0.0,0.0,0.0,0.0,0.0
change,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006097560975609756
ciphertext,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0,0.0,0.0
classification,0.0,0.005747126436781609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006289308176100629,0.012195121951219513
cleaning,0.0,0.0,0.0,0.005780346820809248,0.0,0.0,0.0,0.006329113924050633,0.006289308176100629,0.0
closely,0.0,0.0,0.0,0.0,0.005917159763313609,0.0,0.0,0.0,0.006289308176100629,0.0
cloud,0.0,0.0,0.0,0.0,0.005917159763313609,0.018518518518518517,0.05389221556886228,0.006329113924050633,0.012578616352201259,0.012195121951219513
clusters,0.0,0.005747126436781609,0.0,0.0,0.0,0.0,0.0,0.0,0.006289308176100629,0.0
cnns,0.0,0.0,0.005494505494505495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
code,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.006289308176100629,0.018292682926829267
codebase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006097560975609756
coding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012195121951219513
collaborate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006097560975609756
collaboration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006097560975609756
collection,0.005376344086021506,0.0,0.0,0.0,0.005917159763313609,0.0,0.0,0.0,0.006289308176100629,0.0
columns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.0,0.0
combines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006289308176100629,0.0
combining,0.005376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
come,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0,0.0,0.0
common,0.005376344086021506,0.005747126436781609,0.0,0.005780346820809248,0.0,0.0,0.0,0.006329113924050633,0.0,0.006097560975609756
commonly,0.005376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
communicate,0.0,0.0,0.0,0.0,0.005917159763313609,0.0,0.0,0.0,0.0,0.0
communication,0.0,0.0,0.0,0.0,0.011834319526627219,0.0,0.0,0.0,0.006289308176100629,0.0
completed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006097560975609756
complex,0.0,0.011494252873563218,0.005494505494505495,0.005780346820809248,0.0,0.0,0.005988023952095809,0.006329113924050633,0.012578616352201259,0.0
component,0.0,0.0,0.0,0.005780346820809248,0.0,0.0,0.0,0.0,0.0,0.0
components,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006097560975609756
computational,0.0,0.0,0.005494505494505495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
computer,0.010752688172043012,0.005747126436781609,0.005494505494505495,0.005780346820809248,0.029585798816568046,0.018518518518518517,0.0,0.006329113924050633,0.006289308176100629,0.0
computers,0.0,0.005747126436781609,0.0,0.011560693641618497,0.005917159763313609,0.0,0.0,0.0,0.006289308176100629,0.0
computing,0.0,0.0,0.0,0.0,0.011834319526627219,0.006172839506172839,0.03592814371257485,0.006329113924050633,0.012578616352201259,0.006097560975609756
concepts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006289308176100629,0.0
concern,0.0,0.0,0.0,0.0,0.005917159763313609,0.0,0.005988023952095809,0.0,0.0,0.0
concerned,0.005376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
confidential,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0,0.0,0.0
configuration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006097560975609756
configurations,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.005988023952095809,0.0,0.0,0.0
conflicts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006097560975609756
connect,0.0,0.0,0.0,0.0,0.011834319526627219,0.0,0.0,0.0,0.0,0.0
connected,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006289308176100629,0.0
connections,0.0,0.0,0.005494505494505495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
connects,0.0,0.0,0.0,0.0,0.005917159763313609,0.0,0.0,0.0,0.0,0.0
consequences,0.005376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
consequently,0.0,0.005747126436781609,0.0,0.0,0.0,0.0,0.0,0.0,0.006289308176100629,0.0
considerations,0.005376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
consist,0.0,0.0,0.005494505494505495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
consistency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.0,0.0
consisting,0.0,0.0,0.0,0.0,0.005917159763313609,0.0,0.0,0.006329113924050633,0.0,0.0
consists,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006097560975609756
consumption,0.0,0.0,0.0,0.0,0.0,0.0,0.005988023952095809,0.0,0.0,0.0
containerization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006097560975609756
continuous,0.0,0.0,0.0,0.005780346820809248,0.0,0.006172839506172839,0.0,0.0,0.0,0.0
contrast,0.0,0.005747126436781609,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.0,0.0
control,0.0,0.0,0.0,0.0,0.005917159763313609,0.006172839506172839,0.0,0.0,0.0,0.006097560975609756
converting,0.0,0.0,0.0,0.005780346820809248,0.0,0.0,0.0,0.0,0.0,0.0
convolutional,0.0,0.0,0.005494505494505495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core,0.0,0.0,0.005494505494505495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corpora,0.0,0.0,0.0,0.005780346820809248,0.0,0.0,0.0,0.0,0.0,0.0
corporations,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0,0.0,0.0
correct,0.0,0.005747126436781609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
correctness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006097560975609756
cost,0.0,0.0,0.0,0.0,0.0,0.0,0.005988023952095809,0.0,0.0,0.0
create,0.005376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
creation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006097560975609756
critical,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.006329113924050633,0.0,0.0
crucial,0.005376344086021506,0.0,0.0,0.005780346820809248,0.0,0.0,0.0,0.0,0.0,0.0
cumulative,0.0,0.005747126436781609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
customer,0.0,0.0,0.0,0.005780346820809248,0.0,0.0,0.0,0.0,0.0,0.0
customers,0.0,0.005747126436781609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cybersecurity,0.0,0.0,0.0,0.0,0.005917159763313609,0.030864197530864196,0.005988023952095809,0.0,0.0,0.0
cycle,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0,0.0,0.012195121951219513
daily,0.005376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
damage,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0,0.0,0.0
data,0.016129032258064516,0.022988505747126436,0.038461538461538464,0.017341040462427744,0.023668639053254437,0.018518518518518517,0.011976047904191617,0.03164556962025317,0.0880503144654088,0.0
database,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.005988023952095809,0.04430379746835443,0.006289308176100629,0.006097560975609756
databases,0.0,0.0,0.0,0.0,0.0,0.0,0.005988023952095809,0.02531645569620253,0.006289308176100629,0.0
datadriven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006289308176100629,0.0
dataset,0.0,0.005747126436781609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
datasets,0.0,0.0,0.005494505494505495,0.0,0.0,0.0,0.0,0.006329113924050633,0.006289308176100629,0.0
dbms,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.0,0.0
deal,0.0,0.0,0.0,0.005780346820809248,0.0,0.0,0.0,0.0,0.0,0.0
deals,0.0,0.005747126436781609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decision,0.0,0.005747126436781609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decisionmaking,0.005376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decisions,0.005376344086021506,0.011494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deep,0.0,0.011494252873563218,0.04395604395604396,0.005780346820809248,0.0,0.0,0.0,0.0,0.006289308176100629,0.0
defend,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0,0.0,0.0
defense,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0,0.0,0.0
define,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.0,0.0
delivers,0.0,0.0,0.0,0.0,0.0,0.0,0.005988023952095809,0.0,0.0,0.0
delivery,0.0,0.0,0.0,0.0,0.005917159763313609,0.0,0.005988023952095809,0.0,0.0,0.0
demand,0.0,0.0,0.0,0.0,0.0,0.0,0.005988023952095809,0.0,0.0,0.0
denialofservice,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0,0.0,0.0
depending,0.0,0.0,0.0,0.0,0.0,0.0,0.005988023952095809,0.0,0.0,0.0
deployed,0.0,0.0,0.0,0.0,0.0,0.0,0.005988023952095809,0.0,0.006289308176100629,0.006097560975609756
deploying,0.0,0.0,0.0,0.0,0.0,0.0,0.005988023952095809,0.0,0.006289308176100629,0.0
deployment,0.0,0.0,0.0,0.0,0.0,0.0,0.005988023952095809,0.0,0.0,0.018292682926829267
design,0.0,0.0,0.005494505494505495,0.0,0.0,0.006172839506172839,0.0,0.0,0.0,0.012195121951219513
designed,0.0,0.0,0.005494505494505495,0.0,0.0,0.006172839506172839,0.0,0.006329113924050633,0.0,0.0
designing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.0,0.0
despite,0.0,0.0,0.005494505494505495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
detection,0.0,0.005747126436781609,0.0,0.0,0.005917159763313609,0.0,0.0,0.0,0.0,0.0
developed,0.0,0.0,0.005494505494505495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
developers,0.005376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.0,0.018292682926829267
developing,0.0,0.0,0.0,0.0,0.0,0.0,0.005988023952095809,0.0,0.0,0.0
development,0.0,0.005747126436781609,0.0,0.0,0.0,0.006172839506172839,0.0,0.0,0.0,0.024390243902439025
devices,0.0,0.0,0.0,0.0,0.029585798816568046,0.006172839506172839,0.0,0.0,0.0,0.0
different,0.0,0.005747126436781609,0.005494505494505495,0.0,0.005917159763313609,0.0,0.0,0.0,0.0,0.0
digital,0.0,0.0,0.005494505494505495,0.0,0.005917159763313609,0.018518518518518517,0.0,0.0,0.0,0.0
directly,0.0,0.0,0.005494505494505495,0.0,0.0,0.006172839506172839,0.005988023952095809,0.0,0.0,0.0
disciplined,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006097560975609756
discover,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006289308176100629,0.0
discussed,0.005376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
displacement,0.005376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
distinct,0.0,0.0,0.0,0.0,0.005917159763313609,0.0,0.0,0.0,0.0,0.0
distributed,0.0,0.0,0.0,0.0,0.011834319526627219,0.0,0.0,0.0,0.006289308176100629,0.0
diverse,0.0,0.0,0.0,0.005780346820809248,0.0,0.0,0.0,0.0,0.0,0.0
divides,0.0,0.0,0.0,0.0,0.005917159763313609,0.0,0.0,0.0,0.0,0.0
domain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006289308176100629,0.0
dramatically,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006289308176100629,0.0
durabilitywhich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.0,0.0
dynamically,0.005376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
easily,0.0,0.0,0.0,0.005780346820809248,0.0,0.0,0.0,0.0,0.0,0.0
education,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.006329113924050633,0.0,0.0
efficiency,0.0,0.0,0.0,0.0,0.0,0.0,0.005988023952095809,0.0,0.0,0.0
efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.0,0.006097560975609756
efficiently,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006289308176100629,0.0
emerged,0.0,0.005747126436781609,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.0,0.0
emphasize,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0,0.0,0.0
emphasizing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006097560975609756
enable,0.0,0.005747126436781609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
enabled,0.0,0.0,0.005494505494505495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
enables,0.005376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
enabling,0.0,0.0,0.0,0.0,0.005917159763313609,0.0,0.0,0.0,0.0,0.006097560975609756
encompasses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006097560975609756
encryption,0.0,0.0,0.0,0.0,0.005917159763313609,0.006172839506172839,0.0,0.0,0.0,0.0
endpoints,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0,0.0,0.0
engineering,0.0,0.0,0.005494505494505495,0.0,0.005917159763313609,0.006172839506172839,0.0,0.006329113924050633,0.006289308176100629,0.036585365853658534
engineers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006097560975609756
ensure,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0,0.0,0.012195121951219513
ensures,0.0,0.0,0.0,0.0,0.005917159763313609,0.0,0.0,0.0,0.0,0.0
ensuring,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.006329113924050633,0.0,0.0
enterprise,0.0,0.0,0.0,0.0,0.0,0.0,0.005988023952095809,0.006329113924050633,0.0,0.0
entire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006097560975609756
entity,0.0,0.0,0.0,0.005780346820809248,0.0,0.0,0.0,0.0,0.0,0.0
environment,0.0,0.005747126436781609,0.0,0.0,0.0,0.0,0.005988023952095809,0.006329113924050633,0.0,0.0
environments,0.005376344086021506,0.0,0.0,0.0,0.005917159763313609,0.012345679012345678,0.005988023952095809,0.0,0.006289308176100629,0.0
era,0.0,0.0,0.0,0.0,0.005917159763313609,0.0,0.0,0.0,0.0,0.0
error,0.0,0.0,0.005494505494505495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
errorchecked,0.0,0.0,0.0,0.0,0.005917159763313609,0.0,0.0,0.0,0.0,0.0
essential,0.0,0.005747126436781609,0.0,0.005780346820809248,0.0,0.0,0.0,0.006329113924050633,0.006289308176100629,0.0
ethical,0.005376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
evaluating,0.005376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
even,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.0,0.0
event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.0,0.0
every,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.0,0.0
evolved,0.0,0.0,0.0,0.0,0.005917159763313609,0.0,0.0,0.0,0.0,0.0
evolving,0.005376344086021506,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0,0.0,0.0
example,0.0,0.005747126436781609,0.0,0.005780346820809248,0.0,0.0,0.0,0.0,0.0,0.0
examples,0.0,0.0,0.005494505494505495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exceptionally,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exchange,0.0,0.0,0.0,0.0,0.005917159763313609,0.0,0.0,0.0,0.0,0.0
exhibit,0.005376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
expanded,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0,0.006289308176100629,0.0
expertise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006289308176100629,0.0
explicitly,0.005376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exploit,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0,0.0,0.0
exploratory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006289308176100629,0.0
extract,0.0,0.005747126436781609,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.006289308176100629,0.0
extraction,0.0,0.0,0.005494505494505495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fail,0.0,0.005747126436781609,0.005494505494505495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
